Brand,WaterProof,Gender,TimeDisplay,Chronograph,Rating,Price
GANT,50.0,1,1,0,0,798.0
Tissot,300.0,1,1,1,0,2099.0
Casio,200.0,1,2,0,0,814.0
Casio,50.0,2,0,0,0,128.0
Tissot,30.0,1,1,1,0,1840.0
Citizen,200.0,1,1,0,0,1145.0
Emporio Armani,100.0,1,1,1,0,348.0
Tissot,50.0,1,1,0,0,1849.0
Tissot,30.0,1,1,0,2,1979.0
Casio,100.0,1,1,0,0,379.0
Victorinox,100.0,1,1,0,0,1189.0
Seiko,200.0,1,2,0,1,1599.0
OBAKU,30.0,0,1,0,0,299.0
Casio,50.0,0,1,0,0,99.0
Casio,50.0,2,0,0,0,109.0
Tommy Hilfiger,30.0,1,1,1,0,324.0
Casio,50.0,1,2,0,0,145.0
Certina,100.0,1,1,0,0,1449.0
Casio,50.0,1,1,0,0,158.0
Michael Kors,50.0,1,1,1,0,259.0
Casio,200.0,1,0,0,1,265.0
Seiko,100.0,1,1,0,1,970.0
Frederique Constant,30.0,1,1,0,0,2085.0
Victorinox,100.0,1,1,0,0,985.0
Casio,50.0,1,0,0,0,85.0
Citizen,200.0,1,1,0,0,1190.0
Tissot,50.0,1,1,0,0,1090.0
Seiko,200.0,1,1,0,0,1090.0
Tissot,50.0,0,1,0,0,990.0
Tissot,50.0,1,1,0,0,990.0
Pierre Richardson,30.0,1,1,0,0,490.0
Hugo Boss,100.0,1,1,0,0,393.0
Tissot,100.0,0,1,0,0,1995.0
Casio,50.0,1,0,1,0,95.0
Tissot,100.0,1,1,1,0,999.0
MVMT,100.0,1,1,0,0,299.0
Casio,50.0,1,1,0,0,208.0
Casio,100.0,2,1,0,0,117.0
Casio,50.0,0,1,0,0,118.0
Casio,50.0,1,0,0,0,119.0
Seiko,200.0,1,2,0,0,1722.0
Michael Kors,50.0,0,1,1,0,328.0
Seiko,100.0,1,1,0,0,732.0
Seiko,200.0,1,1,0,0,1238.0
Casio,100.0,1,1,0,0,138.0
Casio,0.0,0,1,0,0,139.0
Seiko,200.0,1,1,0,0,1440.0
Seiko,100.0,1,1,0,0,849.0
Casio,30.0,0,1,0,0,149.0
OBAKU,30.0,0,1,0,0,450.0
Tissot,50.0,1,1,0,0,1059.0
Tissot,30.0,1,1,0,0,1065.0
Casio,50.0,0,1,0,0,75.0
Casio,200.0,1,0,1,0,278.0
Michael Kors,100.0,0,1,0,0,278.0
Casio,50.0,1,1,0,0,178.0
Casio,50.0,0,1,0,0,179.0
Hugo Boss,50.0,1,1,1,0,385.0
Tissot,50.0,1,1,0,0,1089.0
Citizen,100.0,1,1,0,0,1190.0
Citizen,100.0,0,1,0,0,1192.0
Emporio Armani,50.0,1,1,1,2,392.0
Seiko,100.0,1,1,0,0,695.0
Casio,0.0,1,2,0,0,198.0
Tissot,30.0,1,1,0,0,1099.0
Seiko,100.0,1,1,0,0,899.0
Anne Klein,50.0,0,1,0,0,299.0
Michael Kors,30.0,1,1,0,0,299.0
Casio,100.0,1,0,0,0,199.0
Casio,50.0,1,1,0,0,204.0
Casio,100.0,2,1,0,0,114.0
Casio,200.0,1,0,1,2,315.0
Casio,100.0,2,1,0,0,116.0
Casio,50.0,1,0,0,0,118.0
Casio,50.0,0,0,0,0,118.0
Casio,30.0,0,0,0,0,119.0
Casio,50.0,1,0,0,0,120.0
Michael Kors,100.0,0,1,1,0,324.0
Casio,50.0,1,1,0,0,124.0
Casio,100.0,1,0,1,0,125.0
Casio,5.0,2,0,0,0,128.0
Tissot,30.0,1,1,0,0,1129.0
Casio,50.0,1,0,0,0,129.0
Casio,50.0,1,1,0,0,130.0
Casio,50.0,0,1,0,0,134.0
Certina,200.0,1,1,0,1,2140.0
Calvin Klein,30.0,0,1,0,0,445.0
Casio,100.0,1,0,0,0,145.0
Tommy Hilfiger,30.0,0,1,1,0,348.0
Casio,50.0,0,1,0,0,148.0
Casio,30.0,1,1,1,0,249.0
Casio,0.0,1,1,0,0,149.0
Casio,200.0,1,2,0,3,450.0
Tommy Hilfiger,50.0,1,1,1,0,358.0
Casio,50.0,1,1,0,0,258.0
Casio,50.0,0,1,0,0,158.0
Casio,50.0,1,0,0,0,159.0
Casio,50.0,0,1,0,0,159.0
Casio,50.0,0,1,0,0,160.0
Calvin Klein,30.0,0,1,0,0,369.0
Casio,100.0,1,0,0,0,169.0
Casio,50.0,1,0,0,0,169.0
Casio,50.0,1,1,0,0,169.0
Casio,0.0,1,1,0,0,169.0
Casio,30.0,1,1,0,0,170.0
Casio,50.0,0,1,0,0,175.0
Casio,0.0,1,1,0,0,278.0
Casio,0.0,0,1,0,0,178.0
Casio,30.0,0,1,0,0,179.0
Fossil,500.0,1,1,1,0,380.0
Casio,50.0,1,0,1,0,180.0
Casio,50.0,1,1,0,0,184.0
Casio,0.0,1,1,0,0,184.0
Casio,50.0,0,1,0,0,185.0
Casio,50.0,0,1,0,0,186.0
Casio,50.0,1,1,0,0,188.0
Casio,10.0,1,1,0,0,188.0
Tissot,300.0,1,1,1,0,2189.0
Casio,50.0,1,1,0,0,189.0
Tissot,50.0,0,1,0,0,1190.0
Casio,30.0,0,1,0,0,190.0
Tissot,30.0,1,1,0,0,1194.0
Casio,100.0,1,0,1,0,194.0
Casio,50.0,1,1,0,0,198.0
Tissot,100.0,1,1,0,0,1499.0
Tissot,30.0,1,1,0,0,1299.0
Casio,50.0,1,1,0,0,209.0
Michael Kors,50.0,1,1,1,0,315.0
Michael Kors,50.0,0,1,0,0,318.0
Casio,30.0,1,2,0,0,219.0
Casio,50.0,0,1,0,0,219.0
Casio,200.0,1,0,0,0,219.0
Tissot,30.0,1,1,0,0,1321.0
Seiko,100.0,1,1,1,0,724.0
Emporio Armani,50.0,1,1,1,0,436.0
Casio,30.0,1,0,0,1,240.0
Tissot,100.0,1,1,0,0,1244.0
Victorinox,200.0,1,1,0,0,1545.0
Tommy Hilfiger,30.0,1,1,1,0,348.0
Casio,50.0,1,1,0,0,248.0
Danish Design,30.0,0,1,0,0,349.0
Casio,100.0,1,0,1,0,249.0
Anne Klein,50.0,0,1,0,0,249.0
Citizen,100.0,1,1,1,1,1350.0
Tissot,100.0,1,1,0,0,1250.0
Tissot,50.0,1,1,0,0,1250.0
Casio,200.0,1,0,1,0,350.0
Casio,50.0,1,0,1,0,250.0
Seiko,100.0,1,1,1,0,554.0
Tommy Hilfiger,30.0,1,1,1,0,355.0
Daniel Wellington,30.0,0,1,0,0,255.0
Daniel Wellington,3.0,3,1,0,0,255.0
Daniel Wellington,30.0,1,1,0,0,258.0
Emporio Armani,50.0,1,1,1,0,359.0
Daniel Wellington,30.0,1,1,0,0,259.0
Casio,50.0,1,1,0,0,259.0
Casio,50.0,1,1,0,0,364.0
OBAKU,30.0,0,1,0,0,465.0
Casio,50.0,1,2,0,0,365.0
OBAKU,30.0,0,1,0,0,269.0
Rado,30.0,1,1,0,0,5970.0
Tissot,50.0,1,1,0,0,1370.0
Michael Kors,50.0,0,1,0,0,277.0
Casio,50.0,1,0,0,0,278.0
Casio,50.0,1,1,0,0,278.0
Tissot,100.0,1,1,1,0,1379.0
Michael Kors,50.0,0,1,0,0,280.0
Casio,200.0,1,2,0,0,484.0
Michael Kors,50.0,0,1,0,0,285.0
OBAKU,30.0,0,1,0,0,288.0
Daniel Wellington,30.0,0,1,0,0,289.0
Casio,200.0,1,0,0,0,289.0
Certina,300.0,1,1,0,0,3290.0
Certina,100.0,1,1,0,0,1290.0
Casio,50.0,0,0,0,0,294.0
Casio,100.0,0,2,0,0,294.0
Casio,100.0,1,1,0,0,298.0
Casio,50.0,1,1,1,0,298.0
Citizen,50.0,0,1,0,0,1299.0
Citizen,100.0,1,1,1,0,799.0
Casio,50.0,1,2,0,0,499.0
Cluse,30.0,0,1,0,0,300.0
Michael Kors,30.0,0,1,0,0,304.0
Tommy Hilfiger,50.0,1,1,1,0,304.0
Michael Kors,100.0,0,1,0,0,304.0
OBAKU,30.0,0,1,1,0,405.0
Michael Kors,50.0,0,1,0,0,305.0
Emporio Armani,50.0,1,1,1,0,408.0
Seiko,200.0,1,1,0,0,1313.0
Cluse,30.0,0,1,0,0,313.0
Cluse,30.0,0,1,0,0,314.0
Michael Kors,50.0,0,1,0,0,314.0
Michael Kors,100.0,0,1,1,0,319.0
Cluse,30.0,0,1,0,0,320.0
Cluse,50.0,1,1,0,0,320.0
Tommy Hilfiger,50.0,1,1,1,0,325.0
Hugo Boss,50.0,1,1,0,0,325.0
Hugo Boss,50.0,1,1,1,0,325.0
Michael Kors,50.0,0,1,1,0,325.0
Michael Kors,50.0,0,1,0,0,328.0
Emporio Armani,50.0,1,1,1,0,429.0
Hugo Boss,50.0,1,1,1,0,432.0
Emporio Armani,50.0,1,1,0,0,433.0
Cluse,30.0,0,1,0,0,334.0
Tommy Hilfiger,50.0,1,1,1,0,338.0
Calvin Klein,50.0,1,1,1,0,440.0
Tommy Hilfiger,50.0,1,1,1,0,340.0
Cluse,50.0,0,1,0,0,340.0
Hugo Boss,100.0,1,1,1,0,340.0
Tommy Hilfiger,50.0,1,1,1,0,343.0
OBAKU,30.0,0,1,0,0,345.0
Casio,200.0,1,2,0,1,345.0
Seiko,100.0,1,1,1,0,849.0
Tommy Hilfiger,30.0,0,1,1,0,349.0
Tommy Hilfiger,50.0,0,1,1,0,349.0
Daniel Wellington,30.0,0,1,0,0,349.0
Wenger,200.0,1,1,0,0,750.0
Anne Klein,50.0,0,1,0,0,450.0
Tommy Hilfiger,30.0,0,1,1,0,350.0
Tommy Hilfiger,50.0,1,1,1,0,350.0
Prince,0.0,0,1,0,0,350.0
Tommy Hilfiger,50.0,1,1,1,0,355.0
OBAKU,30.0,0,1,0,0,355.0
Michael Kors,50.0,0,1,0,0,355.0
Emporio Armani,100.0,1,1,0,0,357.0
Hugo Boss,30.0,1,1,1,0,357.0
Michael Kors,50.0,0,1,0,0,359.0
Tommy Hilfiger,30.0,0,1,1,0,359.0
Casio,200.0,0,0,0,0,360.0
Hugo Boss,50.0,1,1,0,0,360.0
Tommy Hilfiger,50.0,1,1,1,0,360.0
Hugo Boss,100.0,1,1,1,0,363.0
OBAKU,30.0,0,1,0,0,368.0
Hugo Boss,50.0,1,1,1,0,368.0
Casio,200.0,1,2,0,1,369.0
Tommy Hilfiger,30.0,1,1,1,0,370.0
Casio,200.0,1,2,1,0,370.0
OBAKU,30.0,0,1,0,0,370.0
Michael Kors,50.0,0,1,0,0,370.0
OBAKU,30.0,0,1,0,0,375.0
Seiko,100.0,1,1,1,0,476.0
OBAKU,30.0,0,1,0,0,379.0
Hugo Boss,30.0,1,1,0,0,379.0
Tommy Hilfiger,50.0,0,1,1,0,379.0
Calvin Klein,30.0,0,1,0,0,379.0
Emporio Armani,30.0,1,1,0,0,379.0
Casio,200.0,1,2,0,0,380.0
Hugo Boss,50.0,1,1,0,0,380.0
Emporio Armani,30.0,1,1,0,0,380.0
OBAKU,30.0,0,1,0,0,380.0
Hugo Boss,30.0,1,1,0,0,380.0
Guess,100.0,0,1,0,0,380.0
Casio,50.0,1,1,1,0,380.0
OBAKU,30.0,0,1,0,0,384.0
Fossil,50.0,1,1,1,0,385.0
OBAKU,30.0,0,1,0,0,388.0
Burberry,50.0,1,1,1,0,590.0
Casio,200.0,1,2,0,0,490.0
Tommy Hilfiger,50.0,1,1,1,0,390.0
Casio,100.0,2,2,0,0,390.0
Casio,200.0,3,2,0,0,390.0
Casio,200.0,1,0,1,0,391.0
Hugo Boss,50.0,1,1,1,0,393.0
Casio,200.0,1,2,0,0,394.0
Emporio Armani,50.0,1,1,1,0,394.0
Casio,200.0,1,2,1,0,394.0
Burberry,50.0,0,1,0,0,495.0
Emporio Armani,50.0,1,1,1,0,395.0
OBAKU,30.0,0,1,0,0,395.0
Guess,50.0,0,1,0,0,395.0
Cluse,30.0,0,1,0,0,395.0
Emporio Armani,30.0,1,1,0,0,395.0
Tissot,100.0,1,1,1,0,1397.0
Emporio Armani,50.0,1,1,1,0,398.0
Casio,200.0,0,2,0,0,398.0
Tissot,50.0,1,1,1,0,1399.0
Tissot,30.0,1,1,1,0,1399.0
Wenger,100.0,1,1,0,0,499.0
Casio,200.0,1,2,0,0,399.0
Calvin Klein,30.0,1,1,0,0,399.0
Emporio Armani,50.0,1,1,0,0,399.0
Cluse,30.0,0,1,0,0,399.0
Wenger,100.0,1,1,0,0,399.0
Hugo Boss,50.0,1,1,1,0,399.0
OBAKU,30.0,0,1,0,0,400.0
Tommy Hilfiger,50.0,1,1,0,0,404.0
Tommy Hilfiger,50.0,1,1,1,0,405.0
Hugo Boss,100.0,1,1,0,0,407.0
Tommy Hilfiger,30.0,0,1,1,0,409.0
Emporio Armani,30.0,1,1,0,0,410.0
Seiko,100.0,1,1,1,0,511.0
Hugo Boss,0.0,1,1,1,0,414.0
Cluse,30.0,0,1,0,0,414.0
Tommy Hilfiger,50.0,1,1,1,0,414.0
Calvin Klein,30.0,0,1,0,0,415.0
Emporio Armani,50.0,1,1,1,0,415.0
Burberry,50.0,0,1,0,0,517.0
Cluse,0.0,0,1,0,0,419.0
Tommy Hilfiger,30.0,0,1,0,0,419.0
Hugo Boss,50.0,1,1,1,0,420.0
Tommy Hilfiger,30.0,0,1,1,0,425.0
Calvin Klein,30.0,0,1,0,0,425.0
Victorinox,200.0,1,1,0,0,1729.0
Tissot,30.0,1,1,0,0,1429.0
Tommy Hilfiger,50.0,1,1,1,0,429.0
Hugo Boss,50.0,1,1,0,0,430.0
Emporio Armani,50.0,1,1,1,0,430.0
Hugo Boss,50.0,1,1,1,0,431.0
Citizen,100.0,1,1,0,0,1032.0
OBAKU,30.0,0,1,0,0,434.0
Emporio Armani,50.0,1,1,1,0,434.0
Hugo Boss,30.0,1,1,0,0,435.0
Cluse,30.0,0,1,0,0,435.0
Calvin Klein,30.0,1,1,0,0,437.0
Calvin Klein,30.0,1,1,0,0,439.0
Tommy Hilfiger,50.0,1,1,1,0,439.0
Pierre Richardson,30.0,0,1,0,0,439.0
Wenger,100.0,1,1,0,0,439.0
Certina,50.0,1,1,0,0,2640.0
Hugo Boss,50.0,1,1,1,0,440.0
OBAKU,30.0,0,1,0,0,440.0
Cluse,30.0,0,1,0,0,444.0
Emporio Armani,50.0,1,1,0,0,444.0
Casio,200.0,1,0,0,0,745.0
Tommy Hilfiger,50.0,1,1,0,0,445.0
Bering,30.0,0,1,0,0,447.0
Seiko,100.0,1,1,1,0,648.0
Casio,200.0,1,2,0,0,448.0
Bering,30.0,0,1,0,0,448.0
Rado,30.0,0,1,0,0,2649.0
Seiko,50.0,1,1,0,0,749.0
Casio,200.0,1,0,0,0,549.0
Bering,0.0,0,1,0,0,449.0
Calvin Klein,30.0,0,1,0,0,449.0
OBAKU,30.0,0,1,0,0,449.0
Prince,30.0,0,1,0,0,449.0
Anne Klein,50.0,0,1,0,0,449.0
Bering,50.0,0,1,0,0,449.0
Guess,100.0,1,1,1,0,449.0
Cluse,30.0,0,1,0,0,450.0
Casio,200.0,1,2,0,0,450.0
Calvin Klein,30.0,0,1,0,0,450.0
Tommy Hilfiger,50.0,1,1,0,0,454.0
Casio,200.0,0,2,0,0,455.0
Cluse,30.0,0,1,0,0,459.0
Casio,200.0,1,2,0,0,459.0
OBAKU,30.0,0,1,0,0,459.0
Certina,200.0,1,1,0,0,2460.0
Hugo Boss,50.0,1,1,1,0,460.0
Cluse,50.0,1,1,0,0,462.0
Calvin Klein,30.0,1,1,0,0,464.0
Pierre Richardson,30.0,1,1,0,0,670.0
Calvin Klein,0.0,0,1,0,0,470.0
Casio,200.0,1,2,0,0,475.0
Victorinox,200.0,1,1,0,0,1679.0
Casio,200.0,1,2,1,0,579.0
Burberry,50.0,1,1,0,0,579.0
Calvin Klein,30.0,0,1,0,0,479.0
Bering,30.0,0,1,0,0,479.0
Bering,0.0,0,1,0,0,480.0
Bering,30.0,0,1,0,0,480.0
Casio,100.0,1,1,1,0,480.0
OBAKU,30.0,0,1,0,0,485.0
Calvin Klein,30.0,0,1,0,0,485.0
Calvin Klein,50.0,1,1,1,0,489.0
Calvin Klein,30.0,1,1,0,0,490.0
Casio,200.0,1,2,0,0,493.0
Casio,200.0,1,2,0,0,494.0
Emporio Armani,30.0,1,1,0,0,494.0
Bering,50.0,1,1,0,0,495.0
Bering,50.0,0,1,0,0,495.0
Bering,30.0,0,1,0,0,496.0
Bering,50.0,0,1,0,0,496.0
Bering,30.0,0,1,0,0,497.0
Citizen,100.0,1,1,1,0,899.0
Citizen,100.0,1,1,0,0,899.0
Casio,200.0,1,2,1,0,499.0
OBAKU,30.0,0,1,0,0,499.0
Casio,200.0,1,2,0,0,509.0
Certina,50.0,1,1,1,0,1519.0
Wenger,100.0,0,1,0,0,519.0
Bering,30.0,0,1,0,0,520.0
Casio,200.0,1,2,0,0,520.0
Wenger,100.0,1,1,0,0,520.0
Burberry,50.0,0,1,0,0,525.0
Casio,200.0,1,2,0,0,526.0
Cluse,50.0,0,1,0,0,530.0
Casio,200.0,1,2,1,0,533.0
Bering,30.0,1,1,0,0,534.0
Danish Design,30.0,0,1,0,0,535.0
Bering,0.0,0,1,0,0,535.0
Burberry,50.0,0,1,0,0,535.0
Seiko,10.0,1,1,0,0,1038.0
Bering,50.0,1,1,0,0,538.0
Pierre Richardson,3.0,0,1,0,0,639.0
Pierre Richardson,30.0,0,1,0,0,539.0
Pierre Richardson,30.0,1,1,0,0,539.0
Bering,30.0,0,1,0,0,540.0
Casio,200.0,1,2,0,0,540.0
Casio,100.0,1,1,1,0,544.0
Cluse,50.0,1,1,1,0,544.0
Burberry,50.0,0,1,0,0,548.0
Casio,200.0,1,0,0,0,749.0
Maserati,50.0,1,1,1,0,649.0
GANT,50.0,1,1,0,0,649.0
Calvin Klein,500.0,1,1,1,0,549.0
Wenger,100.0,1,1,0,0,549.0
Guess,100.0,0,1,0,0,549.0
Certina,100.0,1,1,0,0,1650.0
Citizen,100.0,1,1,1,0,750.0
Wenger,100.0,1,1,0,0,550.0
Bering,30.0,0,1,0,0,550.0
Calvin Klein,30.0,1,1,0,0,550.0
Wenger,100.0,1,1,0,0,554.0
Swiss Military,100.0,1,1,0,0,655.0
Casio,200.0,1,0,0,0,563.0
Burberry,50.0,1,1,1,0,564.0
Seiko,50.0,1,1,0,0,465.0
Pierre Richardson,50.0,1,1,1,0,569.0
Seiko,100.0,1,1,0,0,471.0
Seiko,100.0,1,1,1,0,974.0
Cluse,50.0,1,1,0,0,580.0
Burberry,50.0,1,1,1,0,580.0
Casio,200.0,1,2,0,0,584.0
Cluse,50.0,1,1,1,0,585.0
Burberry,50.0,1,1,1,0,585.0
Seiko,100.0,1,1,0,0,786.0
Certina,300.0,1,1,0,0,1994.0
Bering,30.0,1,1,0,0,594.0
Wenger,200.0,1,1,1,0,795.0
Bering,50.0,0,1,0,0,598.0
Wenger,100.0,1,1,0,0,598.0
Bering,0.0,0,1,0,0,598.0
Wenger,100.0,1,1,1,0,699.0
Tommy Hilfiger,30.0,0,1,1,0,599.0
Bering,50.0,0,1,0,0,612.0
Casio,200.0,1,2,0,0,619.0
Burberry,50.0,1,1,1,0,619.0
Seiko,50.0,1,1,0,0,830.0
Bering,50.0,0,1,0,0,630.0
Citizen,50.0,0,1,0,0,632.0
Dkny,50.0,0,1,0,0,638.0
Maserati,100.0,1,1,1,0,739.0
Bering,50.0,0,1,0,0,639.0
Pierre Richardson,30.0,0,1,0,0,639.0
Fossil,50.0,1,1,1,0,439.0
Maserati,50.0,1,1,1,0,740.0
Wenger,100.0,1,1,0,0,640.0
Certina,100.0,0,1,0,0,1645.0
Wenger,100.0,1,1,1,0,648.0
Certina,100.0,1,1,1,0,1649.0
Bering,30.0,0,1,0,0,649.0
Casio,100.0,1,2,0,0,649.0
Wenger,100.0,1,1,0,0,649.0
Certina,300.0,1,1,0,0,2950.0
Casio,200.0,1,0,0,0,750.0
Victorinox,100.0,1,1,0,0,1668.0
Maserati,100.0,1,1,1,0,869.0
Pierre Richardson,50.0,1,1,0,0,669.0
Pierre Richardson,30.0,1,1,0,2,1170.0
Pierre Richardson,50.0,1,1,0,0,670.0
Seiko,50.0,0,1,0,0,772.0
Wenger,200.0,1,1,0,0,690.0
Seiko,50.0,1,1,0,0,795.0
GANT,50.0,1,1,0,0,695.0
Wenger,100.0,0,1,0,0,699.0
Casio,30.0,2,0,0,1,108.0
Casio,50.0,1,0,0,0,108.0
Wenger,100.0,1,1,0,0,719.0
Casio,100.0,2,1,0,0,119.0
GANT,50.0,1,1,0,0,728.0
Seiko,100.0,1,1,1,0,729.0
Casio,100.0,2,1,0,0,129.0
Seiko,100.0,1,1,1,0,730.0
Seiko,100.0,1,1,0,0,837.0
Tissot,100.0,1,1,0,0,1749.0
Casio,50.0,1,0,0,0,249.0
Tissot,50.0,1,1,1,0,1750.0
Wenger,100.0,0,1,0,0,750.0
GANT,0.0,0,1,0,0,758.0
Pierre Richardson,50.0,1,1,1,0,769.0
GANT,50.0,1,1,0,0,769.0
Citizen,50.0,0,1,0,0,769.0
Seiko,50.0,1,1,1,0,773.0
Maserati,100.0,1,1,1,0,779.0
Casio,200.0,1,1,0,0,784.0
Tissot,100.0,1,1,1,0,1788.0
Tissot,100.0,1,1,1,0,1789.0
GANT,50.0,1,1,1,0,789.0
Certina,300.0,1,1,0,0,3090.0
Victorinox,100.0,0,1,0,0,1790.0
Guess,100.0,1,1,0,0,790.0
GANT,100.0,1,1,1,0,795.0
Tissot,100.0,1,1,1,0,1798.0
Wenger,100.0,1,1,1,0,798.0
Tissot,50.0,1,1,1,0,1799.0
Just Cavalli,30.0,0,1,0,0,799.0
Seiko,100.0,1,1,0,0,799.0
Wenger,100.0,1,1,1,0,799.0
Emporio Armani,30.0,1,1,0,0,799.0
Maserati,100.0,1,1,1,0,915.0
Tissot,100.0,1,1,0,0,3036.0
Seiko,100.0,1,1,0,0,1142.0
Citizen,50.0,1,1,1,0,949.0
Maserati,100.0,1,1,1,0,949.0
Wenger,100.0,1,1,1,0,849.0
Guess,100.0,1,1,1,0,950.0
GANT,100.0,1,1,0,0,850.0
Certina,300.0,1,1,0,0,1956.0
Swiss Military,100.0,1,1,1,0,965.0
Casio,50.0,1,1,0,0,179.0
Frederique Constant,50.0,1,1,0,0,1880.0
Swiss Military,100.0,1,1,1,0,880.0
Citizen,50.0,0,1,0,0,899.0
Citizen,100.0,0,1,1,0,899.0
GANT,50.0,1,1,0,0,906.0
Casio,50.0,0,1,0,0,110.0
Casio,50.0,1,1,0,0,114.0
Swiss Military,100.0,1,1,0,0,715.0
Certina,300.0,1,1,0,0,3019.0
Tissot,50.0,1,1,0,0,919.0
Maserati,100.0,1,1,1,0,919.0
Maserati,100.0,1,1,1,1,929.0
Casio,100.0,1,2,1,0,229.0
Seiko,200.0,1,1,0,0,1130.0
Casio,100.0,1,0,0,0,1149.0
Seiko,100.0,1,1,1,0,949.0
Guess,100.0,0,1,1,0,950.0
Casio,100.0,1,1,1,0,450.0
Tissot,100.0,1,1,0,0,1460.0
Casio,200.0,1,2,0,0,1064.0
Rado,0.0,0,1,0,0,2269.0
Pierre Richardson,30.0,1,1,0,0,1269.0
Casio,50.0,1,1,0,0,69.0
Wenger,100.0,1,1,1,0,970.0
Seiko,100.0,1,1,0,0,970.0
Wenger,200.0,1,1,1,0,974.0
Seiko,100.0,1,1,0,0,975.0
Seiko,100.0,1,1,1,0,979.0
Tissot,300.0,1,1,1,0,2180.0
Citizen,100.0,1,1,1,0,980.0
Casio,200.0,0,0,0,0,280.0
Victorinox,100.0,1,1,0,0,1389.0
Casio,0.0,1,0,0,0,89.0
Tissot,30.0,1,1,0,0,1990.0
Citizen,200.0,1,1,0,0,1090.0
Casio,50.0,1,2,0,0,190.0
Citizen,200.0,1,1,0,0,1499.0
Seiko,100.0,1,1,1,0,999.0
Citizen,50.0,0,1,0,0,999.0
Casio,100.0,1,1,1,0,399.0
Citizen,50.0,1,1,0,0,399.0
Ice Watch,100.0,0,1,0,0,299.0
Tissot,30.0,1,1,0,0,1004.0
Tissot,30.0,0,1,0,0,1105.0
Casio,50.0,2,0,1,0,118.0
Casio,30.0,0,1,0,0,118.0
Tissot,100.0,1,1,0,0,1219.0
Casio,0.0,2,1,0,0,119.0
Orient,30.0,1,1,0,0,325.0
Tissot,200.0,1,1,1,0,1329.0
Casio,200.0,1,2,0,0,1130.0
Casio,200.0,1,2,0,1,1130.0
Victorinox,100.0,1,1,0,0,1135.0
Casio,100.0,1,0,1,0,138.0
Casio,50.0,1,2,0,0,138.0
Certina,100.0,1,1,0,0,3140.0
Casio,50.0,0,1,0,0,140.0
Seiko,100.0,1,1,1,0,1043.0
Seiko,100.0,1,1,1,0,1049.0
Tissot,50.0,1,1,1,0,2150.0
Casio,50.0,1,1,0,0,355.0
Casio,50.0,1,2,0,0,159.0
Casio,100.0,1,0,0,0,159.0
Tissot,300.0,1,1,0,0,1760.0
Casio,200.0,1,2,1,0,1064.0
Tissot,100.0,1,1,0,0,1465.0
Pierre Richardson,50.0,1,1,1,0,1069.0
Casio,50.0,1,1,0,0,173.0
Casio,50.0,0,0,0,0,174.0
Tissot,50.0,1,1,1,0,2075.0
Michael Kors,50.0,0,1,0,0,275.0
Casio,50.0,1,0,0,0,1179.0
Casio,200.0,1,2,0,0,479.0
Casio,100.0,1,2,1,0,284.0
Citizen,100.0,1,1,0,0,690.0
Orient,100.0,1,1,1,0,595.0
Tommy Hilfiger,50.0,1,1,1,0,395.0
Tissot,30.0,0,1,0,0,1199.0
Citizen,50.0,0,1,0,0,1099.0
Casio,100.0,2,1,0,0,105.0
Casio,50.0,1,0,1,0,109.0
Casio,50.0,2,0,0,0,110.0
Casio,50.0,0,0,0,0,114.0
Q&Q,0.0,1,1,0,0,115.0
Casio,50.0,0,1,0,1,118.0
Casio,30.0,2,1,0,0,118.0
Casio,50.0,1,0,1,0,118.0
Casio,50.0,1,1,0,0,119.0
Michel Herbelin,30.0,0,1,0,0,1124.0
Casio,50.0,1,0,0,0,125.0
Casio,50.0,1,1,0,0,125.0
Casio,100.0,1,0,0,0,125.0
Casio,100.0,1,1,0,0,128.0
Casio,50.0,1,0,0,0,128.0
Casio,100.0,1,1,0,1,129.0
Casio,50.0,2,1,0,0,129.0
Casio,0.0,2,1,0,0,129.0
Casio,30.0,2,1,0,0,129.0
Casio,30.0,1,0,0,0,129.0
Casio,200.0,1,1,0,0,1130.0
Victorinox,100.0,1,1,0,0,1134.0
Casio,50.0,1,2,0,0,134.0
Casio,30.0,0,1,0,0,134.0
Casio,50.0,0,1,0,0,138.0
Casio,50.0,1,0,0,0,139.0
Casio,100.0,1,0,1,0,139.0
Casio,100.0,1,0,0,0,140.0
Tissot,100.0,1,1,1,0,1244.0
Casio,0.0,0,1,0,0,146.0
Victorinox,100.0,0,1,0,0,1148.0
Casio,100.0,2,0,0,1,148.0
Seiko,100.0,1,1,1,0,1149.0
Orient,200.0,1,1,0,0,849.0
Michael Kors,0.0,0,1,0,0,449.0
Casio,100.0,1,0,0,0,249.0
Casio,50.0,1,1,0,0,149.0
Casio,0.0,0,1,0,0,149.0
Casio,50.0,1,0,0,1,149.0
Q&Q,30.0,0,1,0,0,149.0
Casio,50.0,1,0,1,0,149.0
Casio,50.0,2,0,0,0,150.0
Casio,50.0,1,1,0,0,150.0
Casio,200.0,1,0,0,0,554.0
Casio,100.0,4,0,0,0,154.0
Casio,100.0,1,0,0,2,159.0
Casio,100.0,1,0,0,1,159.0
Casio,0.0,0,1,0,0,160.0
Casio,50.0,1,1,0,0,160.0
Casio,50.0,0,1,0,0,164.0
Casio,100.0,1,1,0,0,164.0
Rado,30.0,0,1,0,0,2465.0
Casio,100.0,2,1,0,0,165.0
Casio,100.0,1,1,0,0,165.0
Certina,300.0,1,1,0,0,2168.0
